ui_id,ui_key,symbol,current_text,target_text_th,translation_status,scope_class,current_language,ui_areas,usage_count,definition_kind,source_file,source_line,line_count,control_codes,has_placeholders,width_constraint_status,visual_qa_status,translator_note
SM0018,local:src/battle_message.c:sText_TargetFainted,sText_TargetFainted,"{B_DEF_NAME_WITH_PREFIX}
fainted!\p","{B_DEF_NAME_WITH_PREFIX}
หมดสภาพ!\p",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,75,2,{B_DEF_NAME_WITH_PREFIX}; \p,yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: preview/build passed; visual QA pending.; GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: visual QA passed. Batch 13 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0019,local:src/battle_message.c:sText_PlayerGotMoney,sText_PlayerGotMoney,"{B_PLAYER_NAME} got ¥{B_BUFF1}
for winning!\p","{B_PLAYER_NAME} ได้รับเงิน ¥{B_BUFF1}
จากชัยชนะ!\p",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,76,2,{B_PLAYER_NAME}; {B_BUFF1}; \p,yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: preview/build passed; visual QA pending.; GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: visual QA passed. Batch 13 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0020,local:src/battle_message.c:sText_PlayerWhiteout,sText_PlayerWhiteout,"{B_PLAYER_NAME} is out of
usable POKéMON!\p","{B_PLAYER_NAME} ไม่มี
โปเกมอนที่ต่อสู้ได้!\p",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,77,2,{B_PLAYER_NAME}; \p,yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: preview/build passed; visual QA pending.; GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: visual QA passed. Batch 13 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0021,local:src/battle_message.c:sText_PlayerWhiteout2,sText_PlayerWhiteout2,{B_PLAYER_NAME} whited out!{PAUSE_UNTIL_PRESS},,pending,system_message,english,BATTLE_SYSTEM,1,c_u8,src/battle_message.c,78,1,{B_PLAYER_NAME}; {PAUSE_UNTIL_PRESS},yes,pending_usage_to_window_mapping,pending,phase6_group=canonical_table
SM0022,local:src/battle_message.c:sText_PreventsEscape,sText_PreventsEscape,"{B_SCR_ACTIVE_NAME_WITH_PREFIX} prevents
escape with {B_SCR_ACTIVE_ABILITY}!\p","{B_SCR_ACTIVE_NAME_WITH_PREFIX} ป้องกัน
การหนีด้วย {B_SCR_ACTIVE_ABILITY}!\p",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,79,2,{B_SCR_ACTIVE_NAME_WITH_PREFIX}; {B_SCR_ACTIVE_ABILITY}; \p,yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: preview/build passed; visual QA pending.; GLCC 20260813-134027-phase6-batch13-battle-faint-money-escape-messages: visual QA passed. Batch 13 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0023,local:src/battle_message.c:sText_HitXTimes,sText_HitXTimes,Hit {B_BUFF1} time(s)!,โจมตีโดน {B_BUFF1} ครั้ง!,proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,82,1,{B_BUFF1},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: preview/build passed; visual QA pending.; GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: visual QA passed. Batch 02 QA Gallery reviewed: 10/10 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0024,local:src/battle_message.c:sText_PkmnFellAsleep,sText_PkmnFellAsleep,"{B_EFF_NAME_WITH_PREFIX}
fell asleep!","{B_EFF_NAME_WITH_PREFIX}
หลับไปแล้ว!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,83,2,{B_EFF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: visual QA passed. Batch 14 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0025,local:src/battle_message.c:sText_PkmnMadeSleep,sText_PkmnMadeSleep,"{B_SCR_ACTIVE_NAME_WITH_PREFIX}'s {B_SCR_ACTIVE_ABILITY}
made {B_EFF_NAME_WITH_PREFIX} sleep!","{B_SCR_ACTIVE_NAME_WITH_PREFIX} ใช้ {B_SCR_ACTIVE_ABILITY} ทำให้
{B_EFF_NAME_WITH_PREFIX} หลับ!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,84,2,{B_SCR_ACTIVE_NAME_WITH_PREFIX}; {B_SCR_ACTIVE_ABILITY}; {B_EFF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: visual QA passed. Batch 14 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0026,local:src/battle_message.c:sText_PkmnAlreadyAsleep,sText_PkmnAlreadyAsleep,"{B_DEF_NAME_WITH_PREFIX} is
already asleep!","{B_DEF_NAME_WITH_PREFIX}
หลับอยู่แล้ว!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,85,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: visual QA passed. Batch 14 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0027,local:src/battle_message.c:sText_PkmnAlreadyAsleep2,sText_PkmnAlreadyAsleep2,"{B_ATK_NAME_WITH_PREFIX} is
already asleep!","{B_ATK_NAME_WITH_PREFIX}
หลับอยู่แล้ว!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,86,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: visual QA passed. Batch 14 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0028,local:src/battle_message.c:sText_PkmnWasntAffected,sText_PkmnWasntAffected,"{B_DEF_NAME_WITH_PREFIX}
wasn't affected!","{B_DEF_NAME_WITH_PREFIX}
ไม่ได้รับผลกระทบ!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,87,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-160833-phase6-batch14-battle-sleep-status-messages: visual QA passed. Batch 14 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0029,local:src/battle_message.c:sText_PkmnWasPoisoned,sText_PkmnWasPoisoned,"{B_EFF_NAME_WITH_PREFIX}
was poisoned!","{B_EFF_NAME_WITH_PREFIX}
ติดพิษ!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,88,2,{B_EFF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: visual QA passed. Batch 15 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0030,local:src/battle_message.c:sText_PkmnPoisonedBy,sText_PkmnPoisonedBy,"{B_SCR_ACTIVE_NAME_WITH_PREFIX}'s {B_SCR_ACTIVE_ABILITY}
poisoned {B_EFF_NAME_WITH_PREFIX}!","{B_SCR_ACTIVE_NAME_WITH_PREFIX} ใช้ {B_SCR_ACTIVE_ABILITY}
ทำให้ {B_EFF_NAME_WITH_PREFIX} ติดพิษ!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,89,2,{B_SCR_ACTIVE_NAME_WITH_PREFIX}; {B_SCR_ACTIVE_ABILITY}; {B_EFF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: visual QA passed. Batch 15 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0031,local:src/battle_message.c:sText_PkmnHurtByPoison,sText_PkmnHurtByPoison,"{B_ATK_NAME_WITH_PREFIX} is hurt
by poison!","{B_ATK_NAME_WITH_PREFIX} บาดเจ็บ
จากพิษ!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,90,2,{B_ATK_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: visual QA passed. Batch 15 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0032,local:src/battle_message.c:sText_PkmnAlreadyPoisoned,sText_PkmnAlreadyPoisoned,"{B_DEF_NAME_WITH_PREFIX} is already
poisoned.","{B_DEF_NAME_WITH_PREFIX}
ติดพิษอยู่แล้ว.",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,91,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: visual QA passed. Batch 15 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0033,local:src/battle_message.c:sText_PkmnBadlyPoisoned,sText_PkmnBadlyPoisoned,"{B_EFF_NAME_WITH_PREFIX} is badly
poisoned!","{B_EFF_NAME_WITH_PREFIX}
ติดพิษร้ายแรง!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,92,2,{B_EFF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: preview/build passed; visual QA pending.; GLCC 20260813-165333-phase6-batch15-battle-poison-status-messages: visual QA passed. Batch 15 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0034,local:src/battle_message.c:sText_PkmnEnergyDrained,sText_PkmnEnergyDrained,"{B_DEF_NAME_WITH_PREFIX} had its
energy drained!","{B_DEF_NAME_WITH_PREFIX} ถูกดูด
พลังไป!",proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,93,2,{B_DEF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260813-170911-phase6-batch16-battle-drain-burn-freeze-messages: preview/build passed; visual QA pending.; GLCC 20260813-170911-phase6-batch16-battle-drain-burn-freeze-messages: visual QA passed. Batch 16 QA Gallery reviewed: 5/5 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
SM0035,local:src/battle_message.c:sText_PkmnWasBurned,sText_PkmnWasBurned,{B_EFF_NAME_WITH_PREFIX} was burned!,{B_EFF_NAME_WITH_PREFIX} ถูกไฟไหม้!,proof_passed,system_message,english,BATTLE;BATTLE_SYSTEM,1,c_u8,src/battle_message.c,94,1,{B_EFF_NAME_WITH_PREFIX},yes,pending_usage_to_window_mapping,proof_passed,"GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: preview/build passed; visual QA pending.; GLCC 20260812-205422-phase6-batch02-battle-low-safe-messages: visual QA passed. Batch 02 QA Gallery reviewed: 10/10 pages passed. All selected strings were verified for correct Thai font rendering, spacing, clipping, layout, punctuation, placeholders, and terminology consistency."
