id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,scope_decision,dedup_decision,dedup_evidence
dlg_77f8bf5ab57b7cf8,trainer,trainer_dialogue,,,,,data/text/tv.inc,176,BravoTrainerBattleTower_Text_NewRecord,"The pair set a new record of {STR_VAR_2} wins\nin a row in {STR_VAR_1} competition!\lBravo, TRAINER!$","The pair set a new record of {STR_VAR_2} wins
in a row in {STR_VAR_1} competition!
Bravo, TRAINER!",,untranslated,{STR_VAR_2} | \n | {STR_VAR_1} | \l,{STR_VAR_2} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_989e5d52caa43931,trainer,trainer_dialogue,,,,,data/text/tv.inc,181,BravoTrainerBattleTower_Text_Lost,"The twosome finally succumbed to\n{STR_VAR_1} in match number {STR_VAR_2}.\lNice try, TRAINER!\pBut, hey, it's just bad luck to run into\n{STR_VAR_1} so early in the challenge.\pWe asked the TRAINER for impressions\non the match with {STR_VAR_1}.$","The twosome finally succumbed to
{STR_VAR_1} in match number {STR_VAR_2}.
Nice try, TRAINER!
[PAGE]
But, hey, it's just bad luck to run into
{STR_VAR_1} so early in the challenge.
[PAGE]
We asked the TRAINER for impressions
on the match with {STR_VAR_1}.",,untranslated,\n | {STR_VAR_1} | {STR_VAR_2} | \l | \p | \n | {STR_VAR_1} | \p | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_51d9c70642983a96,trainer,trainer_dialogue,,,,,data/text/tv.inc,190,BravoTrainerBattleTower_Text_Won,"The twosome won it all by defeating\n{STR_VAR_1}'s {STR_VAR_2} thoroughly.\lBravo, TRAINER!\pKnocking off even {STR_VAR_1}…\nIt defies belief! Simply astounding!\pWe asked the TRAINER for impressions\non the moment of glory.$","The twosome won it all by defeating
{STR_VAR_1}'s {STR_VAR_2} thoroughly.
Bravo, TRAINER!
[PAGE]
Knocking off even {STR_VAR_1}…
It defies belief! Simply astounding!
[PAGE]
We asked the TRAINER for impressions
on the moment of glory.",,untranslated,\n | {STR_VAR_1} | {STR_VAR_2} | \l | \p | {STR_VAR_1} | \n | \p | \n,{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_ebfd2c372b342dc1,trainer,trainer_dialogue,,,,,data/text/tv.inc,199,BravoTrainerBattleTower_Text_LostFinal,"After a string of wins, the pair finally\nsuccumbed to {STR_VAR_1}'s {STR_VAR_2},\ltheir final hurdle.\pNice try, TRAINER!\pStill, you have to give credit.\nYou don't see many famous combinations\llike {STR_VAR_1} and {STR_VAR_2}.\pWe asked the TRAINER for impressions\non battling the celebrity pair.$","After a string of wins, the pair finally
succumbed to {STR_VAR_1}'s {STR_VAR_2},
their final hurdle.
[PAGE]
Nice try, TRAINER!
[PAGE]
Still, you have to give credit.
You don't see many famous combinations
like {STR_VAR_1} and {STR_VAR_2}.
[PAGE]
We asked the TRAINER for impressions
on battling the celebrity pair.",,untranslated,\n | {STR_VAR_1} | {STR_VAR_2} | \l | \p | \p | \n | \l | {STR_VAR_1} | {STR_VAR_2} | \p | \n,{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1} | {STR_VAR_2},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_af5d11a1408ec3ff,trainer,trainer_dialogue,,,,,data/text/tv.inc,210,BravoTrainerBattleTower_Text_Satisfied,"This is what the TRAINER had to say:\n“I'm satisfied!”\pNow isn't that a refreshing reply?\nBravo, TRAINER!\pIsn't it out-and-out awesome to be\nable to battle to full satisfaction?\pI found out exactly how satisfied\nwhen I heard the TRAINER say this:$","This is what the TRAINER had to say:
“I'm satisfied!”
[PAGE]
Now isn't that a refreshing reply?
Bravo, TRAINER!
[PAGE]
Isn't it out-and-out awesome to be
able to battle to full satisfaction?
[PAGE]
I found out exactly how satisfied
when I heard the TRAINER say this:",,untranslated,\n | \p | \n | \p | \n | \p | \n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_1fb8d647341578ce,trainer,trainer_dialogue,,,,,data/text/tv.inc,220,BravoTrainerBattleTower_Text_Unsatisfied,"This is what the TRAINER had to say:\n“I'm not satisfied…”\pOur TRAINER was obviously a little down\nwhen that was uttered.\pStill, it's not easy to be able to battle\nwith complete satisfaction, am I right?\pAnyway, I found out how dissatisfied\nour TRAINER was when I heard this:$","This is what the TRAINER had to say:
“I'm not satisfied…”
[PAGE]
Our TRAINER was obviously a little down
when that was uttered.
[PAGE]
Still, it's not easy to be able to battle
with complete satisfaction, am I right?
[PAGE]
Anyway, I found out how dissatisfied
our TRAINER was when I heard this:",,untranslated,\n | \p | \n | \p | \n | \p | \n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_904dbd9dfbb859ad,trainer,trainer_dialogue,,,,,data/text/tv.inc,230,BravoTrainerBattleTower_Text_None1,None$,None,,untranslated,,,dup_00529,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_26a7450089830455,trainer,trainer_dialogue,,,,,data/text/tv.inc,233,BravoTrainerBattleTower_Text_None2,None$,None,,untranslated,,,dup_00529,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_0e96123c99612f89,trainer,trainer_dialogue,,,,,data/text/tv.inc,236,BravoTrainerBattleTower_Text_None3,None$,None,,untranslated,,,dup_00529,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_d5e731fb1acf4f35,trainer,trainer_dialogue,,,,,data/text/tv.inc,239,BravoTrainerBattleTower_Text_None4,None$,None,,untranslated,,,dup_00529,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_21db962aa7c77c45,trainer,trainer_dialogue,,,,,data/text/tv.inc,242,BravoTrainerBattleTower_Text_Response,“{STR_VAR_1}.”$,“{STR_VAR_1}.”,,untranslated,{STR_VAR_1},{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_5d95e2c619c0e9a4,trainer,trainer_dialogue,,,,,data/text/tv.inc,245,BravoTrainerBattleTower_Text_ResponseSatisfied,"“{STR_VAR_1}.”\nNow isn't that great?\pIt really expresses {STR_VAR_2}'s joy,\nI'd say.\pThat battle with {STR_VAR_3} at the\nend… It really was what you'd call\l“{STR_VAR_1}”!$","“{STR_VAR_1}.”
Now isn't that great?
[PAGE]
It really expresses {STR_VAR_2}'s joy,
I'd say.
[PAGE]
That battle with {STR_VAR_3} at the
end… It really was what you'd call
“{STR_VAR_1}”!",,untranslated,{STR_VAR_1} | \n | \p | {STR_VAR_2} | \n | \p | {STR_VAR_3} | \n | \l | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_4ea03e19d11948c3,trainer,trainer_dialogue,,,,,data/text/tv.inc,254,BravoTrainerBattleTower_Text_ResponseUnsatisfied,"“{STR_VAR_1}.”\nNow isn't that fitting?\pThat battle with {STR_VAR_3} at the\nend… You can't describe it as anything\lelse but “{STR_VAR_1}”!\p{STR_VAR_2}'s disappointment comes across\nloud and clear, I'd say!$","“{STR_VAR_1}.”
Now isn't that fitting?
[PAGE]
That battle with {STR_VAR_3} at the
end… You can't describe it as anything
else but “{STR_VAR_1}”!
[PAGE]
{STR_VAR_2}'s disappointment comes across
loud and clear, I'd say!",,untranslated,{STR_VAR_1} | \n | \p | {STR_VAR_3} | \n | \l | {STR_VAR_1} | \p | {STR_VAR_2} | \n,{STR_VAR_1} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_2},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_c3dbb74753db7847,trainer,trainer_dialogue,,,,,data/text/tv.inc,263,BravoTrainerBattleTower_Text_Outro,"Bravo, {STR_VAR_1}!\nBravo, {STR_VAR_2}!\pI hope we can count on seeing\n{STR_VAR_1} scale even greater heights!\pThat's all the time we have!\nUntil next time, see you!$","Bravo, {STR_VAR_1}!
Bravo, {STR_VAR_2}!
[PAGE]
I hope we can count on seeing
{STR_VAR_1} scale even greater heights!
[PAGE]
That's all the time we have!
Until next time, see you!",,untranslated,{STR_VAR_1} | \n | {STR_VAR_2} | \p | \n | {STR_VAR_1} | \p | \n,{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1},dup_00122,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f42b436f0c3972cd,trainer,trainer_dialogue,,,,,data/text/tv.inc,614,LilycoveCity_PokemonTrainerFanClub_Text_WhatsYourOpinionOfTrainer,"Hi, there!\pI'm a big fan of {STR_VAR_1}.\nWhat's your opinion of {STR_VAR_1}?$","Hi, there!
[PAGE]
I'm a big fan of {STR_VAR_1}.
What's your opinion of {STR_VAR_1}?",,untranslated,\p | {STR_VAR_1} | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_bab9dd42841da34d,trainer,trainer_dialogue,,,,,data/text/tv.inc,619,LilycoveCity_PokemonTrainerFanClub_Text_ThatsWhatYouThink,"I see, I see. That's what you think\nabout the TRAINER.$","I see, I see. That's what you think
about the TRAINER.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_ec06afc9d8b34dac,trainer,trainer_dialogue,,,,,data/text/tv.inc,623,LilycoveCity_PokemonTrainerFanClub_Text_HaveYouForgottenTrainer,Have you completely forgotten\nabout {STR_VAR_1}?$,"Have you completely forgotten
about {STR_VAR_1}?",,untranslated,\n | {STR_VAR_1},{STR_VAR_1},dup_00310,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_8b3cc848bc4468d6,trainer,trainer_dialogue,,,,,data/text/tv.inc,627,LilycoveCity_PokemonTrainerFanClub_Text_WhatsYourOpinionOfTrainer2,I'm a big fan of {STR_VAR_1}.\nWhat's your opinion of {STR_VAR_1}?$,"I'm a big fan of {STR_VAR_1}.
What's your opinion of {STR_VAR_1}?",,untranslated,{STR_VAR_1} | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f5efb5edf679e18a,trainer,trainer_dialogue,,,,,data/text/tv.inc,631,LilycoveCity_PokemonTrainerFanClub_Text_HowStrongRateTrainer,How strong would you rate {STR_VAR_1}\non a scale of one hundred?$,"How strong would you rate {STR_VAR_1}
on a scale of one hundred?",,untranslated,{STR_VAR_1} | \n,{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_7d592914283114a3,trainer,trainer_dialogue,,,,,data/text/tv.inc,635,LilycoveCity_PokemonTrainerFanClub_Text_HaveYouForgottenTrainer2,Have you completely forgotten\nabout {STR_VAR_1}?$,"Have you completely forgotten
about {STR_VAR_1}?",,untranslated,\n | {STR_VAR_1},{STR_VAR_1},dup_00310,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_535117534ab773f3,trainer,trainer_dialogue,,,,,data/text/tv.inc,639,LilycoveCity_PokemonTrainerFanClub_Text_YouShouldMeetTrainer,"Oh, I see!\nYou should meet {STR_VAR_1} sometime.\lI'm sure you'll become a fan, too!$","Oh, I see!
You should meet {STR_VAR_1} sometime.
I'm sure you'll become a fan, too!",,untranslated,\n | {STR_VAR_1} | \l,{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_a2ec60f6d006b16c,trainer,trainer_dialogue,,,,,data/text/tv.inc,644,LilycoveCity_PokemonTrainerFanClub_Text_ThankYouIllShareThisInfo,"I see, I see.\pThank you!\nThat's very useful to know.\pI'll share this information with other\n{STR_VAR_1} fans and discuss it.$","I see, I see.
[PAGE]
Thank you!
That's very useful to know.
[PAGE]
I'll share this information with other
{STR_VAR_1} fans and discuss it.",,untranslated,\p | \n | \p | \n | {STR_VAR_1},{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f5bf3e48275e5667,trainer,trainer_dialogue,,,,,data/text/tv.inc,651,LilycoveCity_PokemonTrainerFanClub_HopeYouCatchTVSpecial,There's going to be a TV special on\n{STR_VAR_1} very soon.\pI hope you catch it!$,"There's going to be a TV special on
{STR_VAR_1} very soon.
[PAGE]
I hope you catch it!",,untranslated,\n | {STR_VAR_1} | \p,{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_54065c45bb1fb4ee,trainer,trainer_dialogue,,,,,data/text/tv.inc,656,gTVTrainerFanClubSpecialText00,"TRAINER FAN CLUB\n{STR_VAR_1} SPECIAL!\pThis is a special presentation for\nthe fans of {STR_VAR_1} all over HOENN!\pToday, we ask the question, “What do\npeople think of {STR_VAR_1}?”\pWe posed the question to {STR_VAR_2}\nas the TRAINER representative.\pWe asked, “In one word, how would\nyou describe {STR_VAR_1}?”\pThe reply: “{STR_VAR_3}.”\pKudos to {STR_VAR_2}!\nWhat a perceptive opinion!\p“{STR_VAR_3} {STR_VAR_1}.”\nIt has such a nice ring to it!\p{STR_VAR_2} also scored {STR_VAR_1}'s\nstrength from 0 to 100.$","TRAINER FAN CLUB
{STR_VAR_1} SPECIAL!
[PAGE]
This is a special presentation for
the fans of {STR_VAR_1} all over HOENN!
[PAGE]
Today, we ask the question, “What do
people think of {STR_VAR_1}?”
[PAGE]
We posed the question to {STR_VAR_2}
as the TRAINER representative.
[PAGE]
We asked, “In one word, how would
you describe {STR_VAR_1}?”
[PAGE]
The reply: “{STR_VAR_3}.”
[PAGE]
Kudos to {STR_VAR_2}!
What a perceptive opinion!
[PAGE]
“{STR_VAR_3} {STR_VAR_1}.”
It has such a nice ring to it!
[PAGE]
{STR_VAR_2} also scored {STR_VAR_1}'s
strength from 0 to 100.",,untranslated,\n | {STR_VAR_1} | \p | \n | {STR_VAR_1} | \p | \n | {STR_VAR_1} | \p | {STR_VAR_2} | \n | \p | \n | {STR_VAR_1} | \p | {STR_VAR_3} | \p | {STR_VAR_2} | \n | \p | {STR_VAR_3} | {STR_VAR_1} | \n | \p | {STR_VAR_2} | {STR_VAR_1} | \n,{STR_VAR_1} | {STR_VAR_1} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1} | {STR_VAR_3} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
