id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,scope_decision,dedup_decision,dedup_evidence
dlg_989e5d52caa43931,trainer,trainer_dialogue,,,,,data/text/tv.inc,182,BravoTrainerBattleTower_Text_Lost,"The twosome finally succumbed to\n{STR_VAR_1} in match number {STR_VAR_2}.\lNice try, TRAINER!\pBut, hey, it's just bad luck to run into\n{STR_VAR_1} so early in the challenge.\pWe asked the TRAINER for impressions\non the match with {STR_VAR_1}.$","The twosome finally succumbed to
{STR_VAR_1} in match number {STR_VAR_2}.
Nice try, TRAINER!
[PAGE]
But, hey, it's just bad luck to run into
{STR_VAR_1} so early in the challenge.
[PAGE]
We asked the TRAINER for impressions
on the match with {STR_VAR_1}.",สุดท้ายทั้งคู่ก็พ่ายให้กับ\n{STR_VAR_1} ในแมตช์ที่ {STR_VAR_2}\lทำได้ดีแล้ว เทรนเนอร์!\pแต่ก็แค่โชคร้ายที่ต้องเจอ\n{STR_VAR_1} เร็วขนาดนี้\pเราเลยถามเทรนเนอร์ถึงความรู้สึก\nหลังแมตช์กับ {STR_VAR_1}$,draft_review,\n | {STR_VAR_1} | {STR_VAR_2} | \l | \p | \n | {STR_VAR_1} | \p | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_51d9c70642983a96,trainer,trainer_dialogue,,,,,data/text/tv.inc,191,BravoTrainerBattleTower_Text_Won,"The twosome won it all by defeating\n{STR_VAR_1}'s {STR_VAR_2} thoroughly.\lBravo, TRAINER!\pKnocking off even {STR_VAR_1}…\nIt defies belief! Simply astounding!\pWe asked the TRAINER for impressions\non the moment of glory.$","The twosome won it all by defeating
{STR_VAR_1}'s {STR_VAR_2} thoroughly.
Bravo, TRAINER!
[PAGE]
Knocking off even {STR_VAR_1}…
It defies belief! Simply astounding!
[PAGE]
We asked the TRAINER for impressions
on the moment of glory.",ทั้งคู่คว้าชัยด้วยการเอาชนะ\nโปเกมอนของ {STR_VAR_1} อย่าง {STR_VAR_2} แบบหมดจด\lบราโว เทรนเนอร์!\pเอาชนะแม้แต่ {STR_VAR_1} ได้…\nเหลือเชื่อจริง ๆ! สุดยอดมาก!\pเราเลยถามเทรนเนอร์ถึงความรู้สึก\nในช่วงเวลาแห่งชัยชนะ$,draft_review,\n | {STR_VAR_1} | {STR_VAR_2} | \l | \p | {STR_VAR_1} | \n | \p | \n,{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_ebfd2c372b342dc1,trainer,trainer_dialogue,,,,,data/text/tv.inc,200,BravoTrainerBattleTower_Text_LostFinal,"After a string of wins, the pair finally\nsuccumbed to {STR_VAR_1}'s {STR_VAR_2},\ltheir final hurdle.\pNice try, TRAINER!\pStill, you have to give credit.\nYou don't see many famous combinations\llike {STR_VAR_1} and {STR_VAR_2}.\pWe asked the TRAINER for impressions\non battling the celebrity pair.$","After a string of wins, the pair finally
succumbed to {STR_VAR_1}'s {STR_VAR_2},
their final hurdle.
[PAGE]
Nice try, TRAINER!
[PAGE]
Still, you have to give credit.
You don't see many famous combinations
like {STR_VAR_1} and {STR_VAR_2}.
[PAGE]
We asked the TRAINER for impressions
on battling the celebrity pair.",หลังชนะต่อเนื่องหลายครั้ง ทั้งคู่\nก็พ่ายต่อโปเกมอนของ {STR_VAR_1} อย่าง {STR_VAR_2}\lซึ่งเป็นด่านสุดท้าย\pทำได้ดีแล้ว เทรนเนอร์!\pแต่ต้องยอมรับเลยว่า\nคู่ดังระดับ {STR_VAR_1} กับ {STR_VAR_2}\lไม่ได้เห็นกันบ่อย ๆ\pเราเลยถามเทรนเนอร์ถึงความรู้สึก\nหลังสู้กับคู่คนดังนี้$,draft_review,\n | {STR_VAR_1} | {STR_VAR_2} | \l | \p | \p | \n | \l | {STR_VAR_1} | {STR_VAR_2} | \p | \n,{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1} | {STR_VAR_2},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_af5d11a1408ec3ff,trainer,trainer_dialogue,,,,,data/text/tv.inc,211,BravoTrainerBattleTower_Text_Satisfied,"This is what the TRAINER had to say:\n“I'm satisfied!”\pNow isn't that a refreshing reply?\nBravo, TRAINER!\pIsn't it out-and-out awesome to be\nable to battle to full satisfaction?\pI found out exactly how satisfied\nwhen I heard the TRAINER say this:$","This is what the TRAINER had to say:
“I'm satisfied!”
[PAGE]
Now isn't that a refreshing reply?
Bravo, TRAINER!
[PAGE]
Isn't it out-and-out awesome to be
able to battle to full satisfaction?
[PAGE]
I found out exactly how satisfied
when I heard the TRAINER say this:",เทรนเนอร์พูดว่า:\n“พอใจมาก!”\pเป็นคำตอบที่ฟังแล้วชื่นใจจริงไหม?\nบราโว เทรนเนอร์!\pการได้ต่อสู้จนพอใจเต็มที่\nมันสุดยอดจริง ๆ ใช่ไหมล่ะ?\pแล้วผมก็รู้ว่าพอใจแค่ไหน\nเมื่อได้ยินเทรนเนอร์พูดว่า:$,draft_review,\n | \p | \n | \p | \n | \p | \n,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_1fb8d647341578ce,trainer,trainer_dialogue,,,,,data/text/tv.inc,221,BravoTrainerBattleTower_Text_Unsatisfied,"This is what the TRAINER had to say:\n“I'm not satisfied…”\pOur TRAINER was obviously a little down\nwhen that was uttered.\pStill, it's not easy to be able to battle\nwith complete satisfaction, am I right?\pAnyway, I found out how dissatisfied\nour TRAINER was when I heard this:$","This is what the TRAINER had to say:
“I'm not satisfied…”
[PAGE]
Our TRAINER was obviously a little down
when that was uttered.
[PAGE]
Still, it's not easy to be able to battle
with complete satisfaction, am I right?
[PAGE]
Anyway, I found out how dissatisfied
our TRAINER was when I heard this:",เทรนเนอร์พูดว่า:\n“ยังไม่พอใจ…”\pเห็นได้ชัดว่าเทรนเนอร์ของเรา\nดูหดหู่เล็กน้อยตอนพูดแบบนั้น\pแต่การได้ต่อสู้จนพอใจเต็มที่\nไม่ใช่เรื่องง่ายเลย จริงไหม?\pอย่างไรก็ตาม ผมก็รู้ว่าไม่พอใจ\nแค่ไหนเมื่อได้ยินคำนี้:$,draft_review,\n | \p | \n | \p | \n | \p | \n,,,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_904dbd9dfbb859ad,trainer,trainer_dialogue,,,,,data/text/tv.inc,231,BravoTrainerBattleTower_Text_None1,None$,None,ไม่มี$,draft_review,,,dup_00529,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_26a7450089830455,trainer,trainer_dialogue,,,,,data/text/tv.inc,234,BravoTrainerBattleTower_Text_None2,None$,None,ไม่มี$,draft_review,,,dup_00529,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_0e96123c99612f89,trainer,trainer_dialogue,,,,,data/text/tv.inc,237,BravoTrainerBattleTower_Text_None3,None$,None,ไม่มี$,draft_review,,,dup_00529,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_d5e731fb1acf4f35,trainer,trainer_dialogue,,,,,data/text/tv.inc,240,BravoTrainerBattleTower_Text_None4,None$,None,ไม่มี$,draft_review,,,dup_00529,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_21db962aa7c77c45,trainer,trainer_dialogue,,,,,data/text/tv.inc,243,BravoTrainerBattleTower_Text_Response,“{STR_VAR_1}.”$,“{STR_VAR_1}.”,“{STR_VAR_1}.”$,draft_review,{STR_VAR_1},{STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_5d95e2c619c0e9a4,trainer,trainer_dialogue,,,,,data/text/tv.inc,246,BravoTrainerBattleTower_Text_ResponseSatisfied,"“{STR_VAR_1}.”\nNow isn't that great?\pIt really expresses {STR_VAR_2}'s joy,\nI'd say.\pThat battle with {STR_VAR_3} at the\nend… It really was what you'd call\l“{STR_VAR_1}”!$","“{STR_VAR_1}.”
Now isn't that great?
[PAGE]
It really expresses {STR_VAR_2}'s joy,
I'd say.
[PAGE]
That battle with {STR_VAR_3} at the
end… It really was what you'd call
“{STR_VAR_1}”!",“{STR_VAR_1}.”\nยอดไปเลยใช่ไหม?\pผมว่ามันสื่อถึงความดีใจของ\n{STR_VAR_2} ได้จริง ๆ\pการต่อสู้กับ {STR_VAR_3} ในช่วง\nท้าย… เรียกได้เต็มปากเลยว่า\l“{STR_VAR_1}”!$,draft_review,{STR_VAR_1} | \n | \p | {STR_VAR_2} | \n | \p | {STR_VAR_3} | \n | \l | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_4ea03e19d11948c3,trainer,trainer_dialogue,,,,,data/text/tv.inc,255,BravoTrainerBattleTower_Text_ResponseUnsatisfied,"“{STR_VAR_1}.”\nNow isn't that fitting?\pThat battle with {STR_VAR_3} at the\nend… You can't describe it as anything\lelse but “{STR_VAR_1}”!\p{STR_VAR_2}'s disappointment comes across\nloud and clear, I'd say!$","“{STR_VAR_1}.”
Now isn't that fitting?
[PAGE]
That battle with {STR_VAR_3} at the
end… You can't describe it as anything
else but “{STR_VAR_1}”!
[PAGE]
{STR_VAR_2}'s disappointment comes across
loud and clear, I'd say!",“{STR_VAR_1}.”\nเข้ากันดีใช่ไหม?\pการต่อสู้กับ {STR_VAR_3} ในช่วง\nท้าย… จะเรียกเป็นอย่างอื่น\lนอกจาก “{STR_VAR_1}” ไม่ได้เลย!\pความผิดหวังของ {STR_VAR_2}\nชัดเจนมากเลยทีเดียว!$,draft_review,{STR_VAR_1} | \n | \p | {STR_VAR_3} | \n | \l | {STR_VAR_1} | \p | {STR_VAR_2} | \n,{STR_VAR_1} | {STR_VAR_3} | {STR_VAR_1} | {STR_VAR_2},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_c3dbb74753db7847,trainer,trainer_dialogue,,,,,data/text/tv.inc,264,BravoTrainerBattleTower_Text_Outro,"Bravo, {STR_VAR_1}!\nBravo, {STR_VAR_2}!\pI hope we can count on seeing\n{STR_VAR_1} scale even greater heights!\pThat's all the time we have!\nUntil next time, see you!$","Bravo, {STR_VAR_1}!
Bravo, {STR_VAR_2}!
[PAGE]
I hope we can count on seeing
{STR_VAR_1} scale even greater heights!
[PAGE]
That's all the time we have!
Until next time, see you!",บราโว {STR_VAR_1}!\nบราโว {STR_VAR_2}!\pหวังว่าเราจะได้เห็น {STR_VAR_1}\nก้าวไปได้สูงกว่านี้อีก!\pหมดเวลาของเราแล้ว!\nไว้พบกันใหม่!$,draft_review,{STR_VAR_1} | \n | {STR_VAR_2} | \p | \n | {STR_VAR_1} | \p | \n,{STR_VAR_1} | {STR_VAR_2} | {STR_VAR_1},dup_00122,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f42b436f0c3972cd,trainer,trainer_dialogue,,,,,data/text/tv.inc,615,LilycoveCity_PokemonTrainerFanClub_Text_WhatsYourOpinionOfTrainer,"Hi, there!\pI'm a big fan of {STR_VAR_1}.\nWhat's your opinion of {STR_VAR_1}?$","Hi, there!
[PAGE]
I'm a big fan of {STR_VAR_1}.
What's your opinion of {STR_VAR_1}?",สวัสดี!\pฉันเป็นแฟนตัวยงของ {STR_VAR_1}\nเธอคิดยังไงกับ {STR_VAR_1}?$,draft_review,\p | {STR_VAR_1} | \n | {STR_VAR_1},{STR_VAR_1} | {STR_VAR_1},,phaseF-trainer-batch03 contextual draft,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
