dialogue_id,source_label,source_file,source_line,script_label,event_id,map_name,map_period,reference_type,mandatory_path,branch_type,scope_decision,scope_evidence,chronology_confidence,notes
dlg_d362788277a67aac,RusturfTunnel_Text_GruntTakePackage,data/maps/RusturfTunnel/scripts.inc,439,RusturfTunnel_EventScript_Grunt,rusturf,RusturfTunnel,rusturf,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_2a1b92399c937260,RusturfTunnel_Text_PeekoGladToSeeYouSafe,data/maps/RusturfTunnel/scripts.inc,448,RusturfTunnel_EventScript_Grunt,rusturf,RusturfTunnel,rusturf,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6917422c3af8974f,RusturfTunnel_Text_ThankYouLetsGoHomePeeko,data/maps/RusturfTunnel/scripts.inc,452,RusturfTunnel_EventScript_Grunt,rusturf,RusturfTunnel,rusturf,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_a33aefbe6eb63e63,RustboroCity_DevonCorp_1F_Text_SoundsLikeStolenGoodsRecovered,data/maps/RustboroCity_DevonCorp_1F/scripts.inc,103,RustboroCity_DevonCorp_1F_EventScript_GoodsRecovered,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d4bd710202b46c0c,RustboroCity_DevonCorp_3F_Text_ThisIs3rdFloorWaitHere,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,267,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_ef91cab884e7930d,RustboroCity_DevonCorp_3F_Text_WordWithPresidentComeWithMe,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,285,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6c5f3fd5f4fa792e,RustboroCity_DevonCorp_3F_Text_PleaseGoAhead,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,290,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_52b589c9fb152fe9,RustboroCity_DevonCorp_3F_Text_MrStoneIHaveFavor,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,197,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_d944c62595a62903,RustboroCity_DevonCorp_3F_Text_MrStoneWantYouToHaveThis,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,212,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_8cdabd7f75be9916,RustboroCity_DevonCorp_3F_Text_ReceivedPokenav,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,219,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_6e4ba929b10c625c,RustboroCity_DevonCorp_3F_Text_MrStoneExplainPokenavRestUp,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,222,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_80a46ed9b55cf555,RustboroCity_DevonCorp_3F_Text_MrStoneGoWithCautionAndCare,data/maps/RustboroCity_DevonCorp_3F/scripts.inc,237,RustboroCity_DevonCorp_3F_EventScript_MeetPresident,devon_corp,RustboroCity_DevonCorp_1F,devon_corp,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_59680c8db999e859,Route104_MrBrineysHouse_Text_WaitUpPeeko,data/maps/Route104_MrBrineysHouse/scripts.inc,96,Route104_MrBrineysHouse_EventScript_SailingIntro,briney,DewfordTown,briney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_8b8f8c1d77b9c2c7,Route104_MrBrineysHouse_Text_ItsYouLetsSailToDewford,data/maps/Route104_MrBrineysHouse/scripts.inc,100,Route104_MrBrineysHouse_EventScript_SailingIntro,briney,DewfordTown,briney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_5a21047689f2dce8,Route104_MrBrineysHouse_Text_NeedToMakeDeliveriesSailToDewford,data/maps/Route104_MrBrineysHouse/scripts.inc,126,Route104_MrBrineysHouse_EventScript_SailBothDeliveries,briney,DewfordTown,briney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
dlg_4fedb8a481fa3e6c,Route104_MrBrineysHouse_Text_NeedToDeliverPackageSailToDewford,data/maps/Route104_MrBrineysHouse/scripts.inc,135,Route104_MrBrineysHouse_EventScript_SailDeliverPackage,briney,DewfordTown,briney,direct_or_chained_script_reference,yes,mandatory,main_story,Resolved from a checklist event seed through direct or chained script references.,high,
